Track name,Artist name,Album,Spotify Popularity,Spotify Release Date,Spotify Release Year,Track Age,Tags,Genres,bpm,energy,danceability,mood,Track Artist,Update_date
Boy's a liar Pt. 2,PinkPantheress,Boy's a liar Pt. 2,75.0,2023-02-03,2023,1,"'electronic', 'rnb', 'pop', 'british', 'seen live'","'electronic', 'pop'",134.0,0.252,1.2003,energetic,Boy's a liar Pt. 2 PinkPantheress,2025/11/30
Break The Silence,Saint Chaos,Ghosts & Monsters,23.0,2024-06-21,2024,0,,,128.0,0.2894,1.0932,energetic,Break The Silence Saint Chaos,2025/11/30
Breathe,Yeat,2093,79.0,2014-01-01,2014,10,"'trap', 'rap', 'rage', 'cloud rap', 'plugg'","'trap', 'rap'",117.0,0.3234,1.2621,neutral,Breathe Yeat,2025/11/30
Brokat,Baasch,Noc,26.0,2020-08-28,2020,4,"'alternative', 'House'","'alternative', 'House'",122.0,0.3066,1.2115,energetic,Brokat Baasch,2025/11/30
Brother,Kodaline,Politics of Living,74.0,2018-09-28,2018,6,"'irish', 'indie', 'pop rock', 'Love', 'Ballad'",,120.0,0.2085,0.9906,neutral,Brother Kodaline,2025/11/30
Brother Louie,VIZE,Brother Louie,73.0,1998-05-11,1998,25,"'House', 'electronic', 'german', 'EDM', 'breaks'","'House', 'electronic'",117.0,0.3257,1.4109,bright,Brother Louie VIZE,2025/11/30
Brunatny,KARAŚ/ROGUCKI,Czułe Kontyngenty,34.0,2022-09-23,2022,1,"'duo', 'polish'",,120.0,0.2355,1.0723,neutral,Brunatny KARAŚ/ROGUCKI,2025/11/30
Burning Down the House,Paramore,Burning Down the House,60.0,2024-01-31,2024,0,"'cover', 'pop rock', 'new wave', 'synth funk', 'Post punk'","'new wave', 'Post punk'",106.0,0.2356,1.2011,neutral,Burning Down the House Paramore,2025/11/30
Bursztynowe Koraliki,Pan Savyan,Bursztynowe Koraliki,56.0,2024-10-03,2024,0,,,106.0,0.2335,1.1137,neutral,Bursztynowe Koraliki Pan Savyan,2025/11/30
Butterfly,Swingrowers,Butterfly,40.0,2018-02-23,2018,6,'imported by drip.feed',,125.0,0.2607,1.0983,energetic,Butterfly Swingrowers,2025/11/30
Bułgarskie Centrum Hujo**,Pidżama Porno,Bułgarskie centrum,49.0,2016-04-01,2016,8,,,134.0,0.2581,1.0778,energetic,Bułgarskie Centrum Hujo** Pidżama Porno,2025/11/30
Byłominęło,Kwiat Jabłoni,Byłominęło,54.0,2023-10-12,2023,1,"'seen live', 'folk', 'polish', 'indie', 'pop'",'pop',165.0,0.2903,1.1354,energetic,Byłominęło Kwiat Jabłoni,2025/11/30
Ból i Drama,Rozen,Ból i Drama,24.0,2024-03-22,2024,0,,,144.0,0.202,1.0125,energetic,Ból i Drama Rozen,2025/11/30
Będziesz moją panią,Marek Grechuta,Marek Grechuta - 40 piosenek,51.0,2010-12-15,2010,13,"'polish', 'poezja spiewana', 'poetry', 'poezja śpiewana', 'polskie'",,131.0,0.0828,0.9438,energetic,Będziesz moją panią Marek Grechuta,2025/11/30
Błyski,Hurrockaine,Memo,31.0,2018-11-16,2018,5,"'metal', 'rock', 'Grunge', 'alternative rock', 'hard rock'","'metal', 'rock', 'Grunge', 'alternative rock', 'hard rock'",128.0,0.2449,1.0367,energetic,Błyski Hurrockaine,2025/11/30
CARNIVAL,¥$,VULTURES 1,63.0,2024-02-08,2024,0,"'rap', 'Hip-Hop', 'hip hop', 'trap', 'Kanye West'","'rap', 'Hip-Hop', 'trap'",148.0,0.2074,1.1796,energetic,CARNIVAL ¥$,2025/11/30
CASTLE OF GLASS,Linkin Park,LIVING THINGS,76.0,2012-06-19,2012,12,"'rock', 'Nu Metal', 'alternative rock', 'alternative', 'metal'","'rock', 'Nu Metal', 'alternative rock', 'alternative', 'metal'",108.0,0.1615,0.7687,neutral,CASTLE OF GLASS Linkin Park,2025/11/30
CLICK BOOM!,Rose Villain,CLICK BOOM!,64.0,2024-03-08,2024,0,"'pop', 'female vocalists', 'italian', 'sanremo', 'onomatopeia'",'pop',125.0,0.241,1.0962,energetic,CLICK BOOM! Rose Villain,2025/11/30
COME VUOI,Geolier,IL CORAGGIO DEI BAMBINI,65.0,2023-01-06,2023,1,"'MySpotigramBot', '-1001747063611', '-1001479216684', '-1001333387036', '-1001686404118'",,131.0,0.2263,1.2156,energetic,COME VUOI Geolier,2025/11/30
CONTIGO (with Tiësto),KAROL G,CONTIGO (with Tiësto),77.0,2024-02-15,2024,0,"'Reggaeton', 'pop', 'latin', 'latin pop', 'Colombia'","'pop', 'latin', 'latin pop'",122.0,0.2117,1.1226,energetic,CONTIGO (with Tiësto) KAROL G,2025/11/30
Café de Paris,Dawid Kwiatkowski,Café de Paris,48.0,2023-04-18,2023,0,"'polish', 'wake-up song', 'greatest polish hits', 'playlista rmf fm'",,122.0,0.2934,1.1914,energetic,Café de Paris Dawid Kwiatkowski,2025/11/30
California Dreamin',Bobby Womack,The Best Of Bobby Womack - The Soul Years,75.0,2001-08-28,2001,22,"'soul', 'funk', 'rhythm and blues', 'rnb', 'oldies'","'soul', 'funk'",112.0,0.1858,1.1145,neutral,California Dreamin' Bobby Womack,2025/11/30
California Dreamin',Scala & Kolacny Brothers,Circle,75.0,2001-08-28,2001,22,"'choir', 'Classical', 'female vocalists', 'belgian', 'piano'",'Classical',120.0,0.0721,0.6948,neutral,California Dreamin' Scala & Kolacny Brothers,2025/11/30
Call The Police,G-Girls,Call the Police,42.0,2016-08-09,2016,7,"'dance', 'House', 'euro', 'eurodance', 'Romanian'","'House', 'eurodance'",110.0,0.3035,1.3148,neutral,Call The Police G-Girls,2025/11/30
Calm Down (with Selena Gomez),Rema,Rave & Roses Ultra,83.0,2022-08-25,2022,1,"'afrobeats', 'seen live', 'trap', 'pop', 'nigerian'","'trap', 'pop'",144.0,0.2818,1.2541,energetic,Calm Down (with Selena Gomez) Rema,2025/11/30
Can You Feel It,Matthew Schultz,Can You Feel It,54.0,2025-01-14,2025,0,"'ambient', 'dark ambient', 'electronic', 'drone', 'experimental'","'ambient', 'dark ambient', 'electronic', 'drone'",120.0,0.2,1.1457,bright,Can You Feel It Matthew Schultz,2025/11/30
Can You Feel My Heart,Varien,Can You Feel My Heart,51.0,2019-03-01,2019,5,,,128.0,0.2352,0.9994,energetic,Can You Feel My Heart Varien,2025/11/30
Can't Help Falling in Love,Haley Reinhart,Better,82.0,1961-10-20,1961,62,"'soul', 'jazz', 'female vocalists', 'American Idol', 'blues'","'soul', 'jazz', 'blues'",125.0,0.1169,0.8019,energetic,Can't Help Falling in Love Haley Reinhart,2025/11/30
Can't Let Go,Caught A Ghost,Human Nature,55.0,2013-10-09,2013,11,"'soul', 'electronic', 'Hip-Hop', 'indie', 'suits'","'soul', 'electronic', 'Hip-Hop'",122.0,0.2824,0.984,energetic,Can't Let Go Caught A Ghost,2025/11/30
Can't Stop,Max Wassen,Can't Stop,59.0,2002-07-09,2002,22,"'hip hop', 'rap', 'hiphop', 'party', 'music'",'rap',110.0,0.2663,1.1609,neutral,Can't Stop Max Wassen,2025/11/30
Capricho Árabe,Francisco Tárrega,Alma Española,41.0,2011-08-02,2011,12,"'classical guitar', 'Classical', 'spanish', 'guitar', 'romantic'",'Classical',122.0,0.0454,0.5737,neutral,Capricho Árabe Francisco Tárrega,2025/11/30
Capricho árabe,Francisco Tárrega,Tárrega: Guitar Edition,41.0,2011-08-02,2011,12,"'classical guitar', 'Classical', 'spanish', 'guitar', 'romantic'",'Classical',131.0,0.0799,0.5408,energetic,Capricho árabe Francisco Tárrega,2025/11/30
Cara Mia,BLANKA,Cara Mia,43.0,2024-02-14,2024,0,"'psytrance', 'swedish', 'psychedelic', 'psychedelic trance', 'polish'",'psychedelic',120.0,0.2612,1.2664,bright,Cara Mia BLANKA,2025/11/30
Casa Mia,Ghali,Casa Mia,62.0,2024-02-07,2024,0,"'MySpotigramBot', 'sanremo 2024', 'instrumental', 'spoken', 'loud'",'instrumental',120.0,0.3055,1.1483,neutral,Casa Mia Ghali,2025/11/30
Caught In The Rain,Revis,Places For Breathing,49.0,2003-05-20,2003,21,"'rock', 'alternative rock', 'alternative', 'hard rock', 'Love'","'rock', 'alternative rock', 'alternative', 'hard rock'",106.0,0.1488,0.9945,neutral,Caught In The Rain Revis,2025/11/30
Całkiem Nowa Bajka,Kleks,Akademia Pana Kleksa,56.0,2023-12-01,2023,1,'polish',,122.0,0.202,1.1361,energetic,Całkiem Nowa Bajka Kleks,2025/11/30
Cały czas,Oskar Cyms,Cały czas,60.0,2024-05-24,2024,0,"'party', 'polish', 'wake-up song', 'greatest polish hits', 'my top songs'",,120.0,0.1833,1.0569,bright,Cały czas Oskar Cyms,2025/11/30
Chakall,Rhove,Di Rho,35.0,2024-07-04,2024,0,,,108.0,0.2566,1.562,bright,Chakall Rhove,2025/11/30
Chasing Cars,Snow Patrol,Eyes Open,85.0,2006-01-01,2006,17,"'indie', 'alternative', 'rock', 'indie rock', 'britpop'","'alternative', 'rock', 'indie rock', 'britpop'",104.0,0.1978,0.925,neutral,Chasing Cars Snow Patrol,2025/11/30
"Chciałbym, żeby",Strachy Na Lachy,Piekło,29.0,2021-10-01,2021,3,"'rock', 'polish', 'alternative', 'alternative rock', 'punk rock'","'rock', 'alternative', 'alternative rock'",108.0,0.2244,1.2183,neutral,"Chciałbym, żeby Strachy Na Lachy",2025/11/30
Chemical,Post Malone,Chemical,47.0,2017-08-04,2017,7,"'Hip-Hop', 'rap', 'trap', 'cloud rap', 'pop'","'Hip-Hop', 'rap', 'trap', 'pop'",112.0,0.2572,0.9841,neutral,Chemical Post Malone,2025/11/30
Chemistry,Remy Cooper,Chemistry,73.0,2025-02-28,2025,0,,,122.0,0.216,1.1779,energetic,Chemistry Remy Cooper,2025/11/30
Chodź Ze Mną,Power Of Trinity,Loccomotiv,40.0,2024-06-12,2024,0,"'reggae', 'rock', 'seen live', 'polish', 'Raggacore'","'reggae', 'rock', 'Raggacore'",152.0,0.3015,1.1348,energetic,Chodź Ze Mną Power Of Trinity,2025/11/30
Chodźmy do mnie,Pola Chobot & Adam Baran,Chodźmy do mnie,35.0,2024-04-26,2024,0,,,106.0,0.2152,0.9633,neutral,Chodźmy do mnie Pola Chobot & Adam Baran,2025/11/30
Chory na Polskę,Dr Misio,Chory na Polskę,26.0,2023-03-16,2023,0,"'seen live', 'rock', 'polish', 'alternative rock', 'Rock and Roll'","'rock', 'alternative rock'",148.0,0.3097,1.0711,energetic,Chory na Polskę Dr Misio,2025/11/30
Christmas Kaboom,Naeleck,Christmas Kaboom,38.0,2022-11-25,2022,2,,,95.0,0.2727,1.163,bright,Christmas Kaboom Naeleck,2025/11/30
Chrono Trigger & Chrono Cross,Nobuo Uematsu,Game Music,17.0,2012-10-23,2012,12,,,131.0,0.2484,1.0325,energetic,Chrono Trigger & Chrono Cross Nobuo Uematsu,2025/11/30
Chyba że z Tobą,MODELKI,Chyba że z Tobą,67.0,2024-04-04,2024,0,"'hip-hopolo', 'pop', 'Disco', 'shit', 'pop rap'","'pop', 'Disco', 'pop rap'",128.0,0.1732,1.178,energetic,Chyba że z Tobą MODELKI,2025/11/30
Chłodno,Stach Bukowski,Chłodno,38.0,2021-04-14,2021,3,,,115.0,0.2599,1.1671,neutral,Chłodno Stach Bukowski,2025/11/30
Chłopcy,Myslovitz,Miłość w czasach popkultury,43.0,2015-12-10,2015,8,"'polish', 'rock', 'alternative rock', 'alternative', 'polish rock'","'rock', 'alternative rock', 'alternative'",102.0,0.1409,0.9148,neutral,Chłopcy Myslovitz,2025/11/30
Chłopcy idą na wojnę,Pidżama Porno,Marchef w butonierce,45.0,2016-04-01,2016,8,"'punk rock', 'polish', 'rock', 'alternative rock', 'pidżama porno'","'rock', 'alternative rock'",128.0,0.1903,1.0313,energetic,Chłopcy idą na wojnę Pidżama Porno,2025/11/30
Ci pensiamo domani,Angelina Mango,Ci pensiamo domani,63.0,2023-05-12,2023,1,"'my top songs', 'MySpotigramBot', '-1001819731063'",,122.0,0.2553,1.2984,energetic,Ci pensiamo domani Angelina Mango,2025/11/30
Ciepły Wiatr,Natalia Przybysz,Jak Malować Ogień,44.0,2019-10-25,2019,5,,,128.0,0.2163,1.1611,energetic,Ciepły Wiatr Natalia Przybysz,2025/11/30
Cieszyn to nie San Francisco,8 Lat W Tybecie,Cieszyn to nie San Francisco,26.0,2024-03-22,2024,0,"'seen live', 'indie', 'rock', 'alternative', 'under 2000 listeners'","'rock', 'alternative'",91.0,0.2657,1.1437,neutral,Cieszyn to nie San Francisco 8 Lat W Tybecie,2025/11/30
Cień,Rozen,Rozen,19.0,2021-04-16,2021,3,,,128.0,0.2178,1.0157,energetic,Cień Rozen,2025/11/30
Circles,Post Malone,Circles,87.0,2019-09-06,2019,5,"'Hip-Hop', 'rap', 'trap', 'cloud rap', 'pop'","'Hip-Hop', 'rap', 'trap', 'pop'",120.0,0.3304,1.1097,neutral,Circles Post Malone,2025/11/30
Citizen Radio,Egypt Central,Murder in the French Quarter,44.0,2014-08-19,2014,10,,,94.0,0.2501,1.0701,bright,Citizen Radio Egypt Central,2025/11/30
City Ruins (Rays of Light),岡部啓一,NieR:Automata Original Soundtrack,52.0,2017-03-29,2017,7,'MySpotigramBot',,100.0,0.1713,0.9061,neutral,City Ruins (Rays of Light) 岡部啓一,2025/11/30
City of the Dead,Hollywood Undead,Hotel Kalifornia,51.0,2022-08-12,2022,2,"'rapcore', 'rap', 'hardcore', 'screamo', 'emo'","'rap', 'hardcore'",141.0,0.2888,1.0504,energetic,City of the Dead Hollywood Undead,2025/11/30
Clint Eastwood,Electronic Swing Orchestra,...and the Mysterious Chaos Machine,37.0,2012-08-28,2012,12,"'cover', 'lounge'",'lounge',170.0,0.1664,1.2001,energetic,Clint Eastwood Electronic Swing Orchestra,2025/11/30
Club Foot,Kasabian,Kasabian,58.0,2004,2004,20,"'indie', 'indie rock', 'rock', 'alternative', 'british'","'indie rock', 'rock', 'alternative'",134.0,0.1831,0.9785,energetic,Club Foot Kasabian,2025/11/30
Co ja robię tu,Lanberry,Co ja robię tu,48.0,2024-03-20,2024,0,"'pop', 'polish', 'seen live', 'female vocalist', 'poland'",'pop',165.0,0.2022,1.1359,energetic,Co ja robię tu Lanberry,2025/11/30
Codzienna motywacja,Pięć Dwa Dębiec,0323,26.0,2023-11-08,2023,1,,,161.0,0.2433,1.2032,energetic,Codzienna motywacja Pięć Dwa Dębiec,2025/11/30
Cold Heart - PNAU Remix,Elton John,The Lockdown Sessions,83.0,2021-08-13,2021,3,"'pop', 'classic rock', 'singer-songwriter', 'rock', 'piano'","'pop', 'rock'",117.0,0.204,1.0703,neutral,Cold Heart - PNAU Remix Elton John,2025/11/30
"Colombia, Mi Encanto",Carlos Vives,Nasze Magiczne Encanto (Muzyka z filmu),30.0,2021-11-19,2021,3,"'Soundtrack', 'Soundtracks', 'Disney'","'Soundtrack', 'Disney'",125.0,0.1263,1.2568,energetic,"Colombia, Mi Encanto Carlos Vives",2025/11/30
Coney Island Princess,Yaëlzoë,Coney Island Princess,11.0,2020-11-06,2020,3,,,122.0,0.2155,1.0642,energetic,Coney Island Princess Yaëlzoë,2025/11/30
Counting Stars,OneRepublic,Native,89.0,2013-01-01,2013,10,"'rock', 'pop rock', 'alternative', 'alternative rock', 'indie'","'rock', 'alternative', 'alternative rock'",122.0,0.1242,1.1119,energetic,Counting Stars OneRepublic,2025/11/30
Cover Me In Sunshine,P!nk,All I Know So Far: Setlist,74.0,2021-02-12,2021,2,"'pop', 'duet', 'my top songs', '2020s', '2021'",'pop',106.0,0.1995,1.0672,bright,Cover Me In Sunshine P!nk,2025/11/30
Crawling In The Dark,Hoobastank,Hoobastank (Expanded Edition),68.0,2001,2001,23,"'rock', 'alternative rock', 'alternative', 'hoobastank', 'punk'","'rock', 'alternative rock', 'alternative', 'punk'",125.0,0.2637,1.1146,energetic,Crawling In The Dark Hoobastank,2025/11/30
Creature - Acoustic,half•alive,At Fingerprints (Acoustic),31.0,2024-04-19,2024,0,,,110.0,0.1891,0.9424,neutral,Creature - Acoustic half•alive,2025/11/30
Creep,Radiohead,Pablo Honey,91.0,1993-02-22,1993,30,"'alternative', 'alternative rock', 'rock', 'indie', 'electronic'","'alternative', 'alternative rock', 'rock', 'electronic'",92.0,0.1328,1.0218,bright,Creep Radiohead,2025/11/30
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,84.0,2022-12-02,2022,1,"'trap', 'Hip-Hop', 'rap', 'hip hop', 'Southern Hip Hop'","'trap', 'Hip-Hop', 'rap'",99.0,0.2893,1.1823,neutral,Creepin' (with The Weeknd & 21 Savage) Metro Boomin,2025/11/30
Criminal,Britney Spears,Femme Fatale (Deluxe Version),76.0,2011-03-28,2011,13,"'pop', 'dance', 'female vocalists', 'Britney Spears', 'legend'",'pop',108.0,0.1636,1.0698,bright,Criminal Britney Spears,2025/11/30
Cruel Summer,Taylor Swift,Lover,91.0,2019-08-23,2019,5,"'country', 'pop', 'female vocalists', 'singer-songwriter', 'acoustic'","'country', 'pop'",112.0,0.25,1.1326,neutral,Cruel Summer Taylor Swift,2025/11/30
Cul-De-Sac,Krzysztof Komeda,Cul-De-Sac & Knife In The Water,24.0,2005,2005,18,"'jazz', 'polish', 'Soundtrack', 'polish jazz', 'composer'","'jazz', 'Soundtrack'",122.0,0.127,0.9938,energetic,Cul-De-Sac Krzysztof Komeda,2025/11/30
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,78.0,2023-09-22,2023,1,"'k-pop', 'pop', 'Korean', 'Kpop', 'girl group'","'k-pop', 'pop'",120.0,0.1985,1.1038,neutral,Cupid - Twin Ver. FIFTY FIFTY,2025/11/30
Cut the Cord,Shinedown,Threat to Survival,71.0,2015-09-18,2015,9,"'rock', 'hard rock', '2015', 'alternative', 'alternative rock'","'rock', 'hard rock', 'alternative', 'alternative rock'",89.0,0.2182,1.0722,bright,Cut the Cord Shinedown,2025/11/30
Czarny blues o czwartej nad ranem - wersja koncertowa,Stare Dobre Małżeństwo,Urodzony w środę,47.0,2019-10-24,2019,5,,,120.0,0.0703,0.944,neutral,Czarny blues o czwartej nad ranem - wersja koncertowa Stare Dobre Małżeństwo,2025/11/30
Czarownicy pies,Happysad,Wszystko jedno,39.0,2004,2004,19,"'rock', 'polish', 'alternative', 'polish rock', 'punk rock'","'rock', 'alternative'",120.0,0.2243,1.052,neutral,Czarownicy pies Happysad,2025/11/30
Czereśnie i dzieci,Łucja Prus,Bal Baloników,14.0,2001-12-31,2001,22,,,120.0,0.1289,1.0268,neutral,Czereśnie i dzieci Łucja Prus,2025/11/30
"Cześć, jak się masz?",Sobel,PUŁAPKA NA MOTYLE (DELUXE EDITION),60.0,2021-11-25,2021,2,'pop','pop',110.0,0.2287,1.0626,bright,"Cześć, jak się masz? Sobel",2025/11/30
Czuję Cię Obok,FANKA,Czuję Cię Obok,55.0,2024-09-05,2024,0,,,141.0,0.1588,1.1095,energetic,Czuję Cię Obok FANKA,2025/11/30
Czuję Miętę,Gabor,Czuję Miętę,20.0,2023-09-15,2023,1,"'poland', 'Eurovision Song Contest', 'Eurovision', 'ESC', 'preselection'",,122.0,0.2114,1.156,energetic,Czuję Miętę Gabor,2025/11/30
DJ Is Your Second Name,C-BooL,DJ Is Your Second Name,44.0,2017,2017,6,"'techno', 'dance', 'trance', 'electronic', 'club'","'techno', 'trance', 'electronic'",122.0,0.2486,1.2974,energetic,DJ Is Your Second Name C-BooL,2025/11/30
DOM - STAMINA,Cleo,DOM (STAMINA),44.0,2019-11-07,2019,5,,,112.0,0.2378,1.1038,bright,DOM - STAMINA Cleo,2025/11/30
DOPO LE 4 (feat. Bresh & Tedua),Tony Effe,ICON,67.0,2024-12-09,2024,0,,,92.0,0.3422,1.3881,neutral,DOPO LE 4 (feat. Bresh & Tedua) Tony Effe,2025/11/30
Daddy Cool,Boney M.,Take The Heat Off Me,77.0,1976,1976,47,"'Disco', 'pop', '80s', 'dance', '70s'","'Disco', 'pop'",125.0,0.1184,1.1059,energetic,Daddy Cool Boney M.,2025/11/30
Daddy Was Her First Man,Haggard,Progressive,17.0,1993-05-10,1993,31,"'Melodic Death Metal', 'death metal', 'symphonic metal'","'death metal', 'symphonic metal'",110.0,0.1349,1.109,bright,Daddy Was Her First Man Haggard,2025/11/30
Damy radę,Happysad,Nieprzygoda,49.0,2007,2007,17,"'rock', 'polish', 'alternative', 'polish rock', 'punk rock'","'rock', 'alternative'",144.0,0.0942,1.0378,energetic,Damy radę Happysad,2025/11/30
Dana-Dan,Bloodywood,Rakshak,51.0,2022-02-18,2022,2,"'metal', 'folk metal', 'alternative metal', 'Indian', 'neofolk'","'metal', 'folk metal', 'neofolk'",161.0,0.3084,1.0949,energetic,Dana-Dan Bloodywood,2025/11/30
Dance Mode,Bluey,Dance Mode!,67.0,2023-04-21,2023,1,,,137.0,0.2353,1.2311,energetic,Dance Mode Bluey,2025/11/30
Dance Monkey,Tones And I,Dance Monkey,71.0,2019-08-29,2019,5,"'pop', 'australian', 'indie pop', 'female vocalists', 'alternative'","'pop', 'indie pop', 'alternative'",99.0,0.095,1.0698,neutral,Dance Monkey Tones And I,2025/11/30
Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),85.0,2023-05-25,2023,1,"'pop', 'seen live', 'electropop', 'synthpop', 'british'","'pop', 'electropop', 'synthpop'",110.0,0.2357,1.1892,bright,Dance The Night - From Barbie The Album Dua Lipa,2025/11/30
Dance With Me,Nouvelle Vague,Bande à Part,73.0,2024-08-16,2024,0,"'Bossa Nova', 'french', 'female vocalists', 'chillout', 'indie'",'Bossa Nova',125.0,0.2587,0.9165,energetic,Dance With Me Nouvelle Vague,2025/11/30
Dark Red,Steve Lacy,Dark Red,87.0,2017-02-20,2017,7,"'jazz', 'free jazz', 'Avant-Garde Jazz', 'saxophone', 'soprano sax'","'jazz', 'free jazz', 'Avant-Garde Jazz'",170.0,0.2732,1.0415,energetic,Dark Red Steve Lacy,2025/11/30
Daylight,Bobby Womack,The Best Of Bobby Womack - The Soul Years,65.0,2023-04-14,2023,0,"'soul', 'funk', 'rhythm and blues', 'rnb', 'oldies'","'soul', 'funk'",102.0,0.1114,1.0686,neutral,Daylight Bobby Womack,2025/11/30
Daylight,David Kushner,Daylight,65.0,2023-04-14,2023,1,"'indie', 'alternative', 'singer-songwriter', 'pop', 'folk'","'alternative', 'pop'",122.0,0.1754,0.9049,energetic,Daylight David Kushner,2025/11/30
Dear Hearts And Gentle People,The Springfields,Kinda Folksy,52.0,2004,2004,19,"'Sarah Records', 'twee', 'indie pop', 'pop', '60s'","'indie pop', 'pop'",134.0,0.1836,1.0243,energetic,Dear Hearts And Gentle People The Springfields,2025/11/30
Death Diviner,Soilwork,Death Diviner,51.0,2020-12-04,2020,4,"'metal', 'Melodic Death Metal'",'metal',106.0,0.2491,1.0127,neutral,Death Diviner Soilwork,2025/11/30
Deep Down,Mike Patton,Mondo cane,56.0,2023-10-13,2023,1,"'experimental', 'Avant-Garde', 'mike patton', 'alternative', 'rock'","'Avant-Garde', 'alternative', 'rock'",110.0,0.1303,1.0596,neutral,Deep Down Mike Patton,2025/11/30
Delight,Jamie Berry,Delight,49.0,2012-11-01,2012,12,,,120.0,0.2927,1.167,neutral,Delight Jamie Berry,2025/11/30
Die For You (with Ariana Grande) - Remix,The Weeknd,Starboy (Deluxe),79.0,2023-03-14,2023,1,"'rnb', 'electronic', 'Canadian', 'dubstep', 'prog-rnb'","'electronic', 'dubstep'",131.0,0.2766,1.0958,energetic,Die For You (with Ariana Grande) - Remix The Weeknd,2025/11/30
Die With A Smile,Lady Gaga,Die With A Smile,99.0,2024-08-16,2024,0,"'Bruno Mars', 'pop', 'soft rock', 'pop rock', 'Ballad'","'pop', 'soft rock'",156.0,0.1598,0.9681,energetic,Die With A Smile Lady Gaga,2025/11/30
Dilemma,Green Day,Saviors,45.0,2025-06-06,2025,0,"'punk', 'punk rock', 'alternative rock', 'power pop', 'pop punk'","'punk', 'alternative rock', 'power pop', 'pop punk'",120.0,0.2899,1.0468,bright,Dilemma Green Day,2025/11/30
Dizzy - Radio Edit,Balduin,Dizzy,43.0,2017-02-03,2017,7,,,125.0,0.3281,1.2828,energetic,Dizzy - Radio Edit Balduin,2025/11/30
Do It To Me,Lionel Richie,Back To Front,57.0,1992-01-01,1992,32,"'soul', 'pop', '80s', 'rnb', 'motown'","'soul', 'pop', 'motown'",92.0,0.1671,1.1215,neutral,Do It To Me Lionel Richie,2025/11/30
Do śmierci mamy czas,Kasia Lins,OMEN,42.0,2023-10-26,2023,1,"'alternative', 'seen live', 'jazz', 'indie', 'folk'","'alternative', 'jazz'",115.0,0.2455,1.0814,neutral,Do śmierci mamy czas Kasia Lins,2025/11/30
"Dobrze Wiesz, Że Tęsknię",Wiktor Dyduła,Pal Licho!,52.0,2023-03-17,2023,1,"'polish', 'talent show', 'playlista rmf fm'",,134.0,0.1803,1.2282,energetic,"Dobrze Wiesz, Że Tęsknię Wiktor Dyduła",2025/11/30
Does It Rain (Where You Are),Madi Diaz,Does It Rain (Where You Are),9.0,2012-12-04,2012,12,"'indie', 'Nashville', 'americana', 'Alt-country', 'kickasstic'",'americana',122.0,0.147,1.0215,energetic,Does It Rain (Where You Are) Madi Diaz,2025/11/30
